,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_penalty,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,mean_test_score,std_test_score,rank_test_score
0,0.044934535026550294,0.008856377175105538,0.0003184795379638672,1.932155697591393e-05,l2,{'penalty': 'l2'},0.5,0.8,0.4,0.6,0.8,1.0,0.6,0.4,0.6,0.6,0.6299999999999999,0.17916472867168917,2
1,0.026122426986694335,0.008206902381525867,0.0003167867660522461,2.0468217658655962e-05,none,{'penalty': 'none'},0.5,0.8,0.4,0.8,0.8,1.0,0.6,0.4,0.6,0.6,0.6499999999999999,0.1857417562100671,1
