,mean_fit_time,std_fit_time,mean_score_time,std_score_time,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,mean_test_score,std_test_score,rank_test_score
0,1.4413738250732422e-02,0.00014773621057405273,0.00231781005859375,7.211168472960766e-05,{},0.5714285714285714,0.47619047619047616,0.5238095238095238,0.5714285714285714,0.6190476190476191,0.6190476190476191,0.5714285714285714,0.6190476190476191,0.5238095238095238,0.7619047619047619,0.5857142857142856,0.07392464141076201,1
