,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_penalty,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,mean_test_score,std_test_score,rank_test_score
0,7.28703236579895e-01,0.17167641463874678,0.000640416145324707,1.9332924341684117e-05,l2,{'penalty': 'l2'},0.5238095238095238,0.42857142857142855,0.42857142857142855,0.5714285714285714,0.5238095238095238,0.6666666666666666,0.6190476190476191,0.3333333333333333,0.5714285714285714,0.6666666666666666,0.5333333333333333,0.10389249632986396,1
1,0.11171486377716064,0.011488331940358377,0.0006287336349487304,9.245262598044926e-06,none,{'penalty': 'none'},0.47619047619047616,0.3333333333333333,0.47619047619047616,0.5714285714285714,0.47619047619047616,0.6666666666666666,0.6190476190476191,0.42857142857142855,0.5238095238095238,0.7619047619047619,0.5333333333333333,0.11818736805705578,1
