,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_gamma,param_kernel,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,mean_test_score,std_test_score,rank_test_score
0,0.0694882869720459,0.0024852451664257287,0.033371353149414064,0.0006941007268586042,0.1,auto,rbf,"{'C': 0.1, 'gamma': 'auto', 'kernel': 'rbf'}",0.5714285714285714,0.5238095238095238,0.42857142857142855,0.5714285714285714,0.5238095238095238,0.5238095238095238,0.42857142857142855,0.5238095238095238,0.5238095238095238,0.47619047619047616,0.5095238095238095,0.04785655057676615,13
1,0.08132379055023194,0.0008947682833349658,0.007294678688049316,9.590832683330291e-05,0.1,auto,linear,"{'C': 0.1, 'gamma': 'auto', 'kernel': 'linear'}",0.5238095238095238,0.3333333333333333,0.42857142857142855,0.5238095238095238,0.5238095238095238,0.6666666666666666,0.6190476190476191,0.3333333333333333,0.38095238095238093,0.6666666666666666,0.5000000000000001,0.12093738189714567,17
2,0.055251908302307126,0.0008364551317976586,0.007119274139404297,0.00010568900647592857,0.1,auto,poly,"{'C': 0.1, 'gamma': 'auto', 'kernel': 'poly'}",0.5714285714285714,0.5238095238095238,0.42857142857142855,0.5714285714285714,0.5238095238095238,0.5238095238095238,0.42857142857142855,0.5238095238095238,0.5238095238095238,0.47619047619047616,0.5095238095238095,0.04785655057676615,13
3,0.06593475341796876,0.0007291357213553557,0.007328939437866211,0.00015668138363938002,0.1,auto,sigmoid,"{'C': 0.1, 'gamma': 'auto', 'kernel': 'sigmoid'}",0.5714285714285714,0.5238095238095238,0.42857142857142855,0.5714285714285714,0.5238095238095238,0.5238095238095238,0.42857142857142855,0.5238095238095238,0.5238095238095238,0.47619047619047616,0.5095238095238095,0.04785655057676615,13
4,0.07738680839538574,0.0011807549212084771,0.035910820960998534,0.00041413428595194206,0.1,scale,rbf,"{'C': 0.1, 'gamma': 'scale', 'kernel': 'rbf'}",0.6190476190476191,0.5714285714285714,0.47619047619047616,0.6190476190476191,0.7142857142857143,0.6190476190476191,0.5714285714285714,0.6666666666666666,0.5238095238095238,0.6190476190476191,0.6,0.06459361888690732,4
5,0.0859114408493042,0.0009559368834469342,0.007348561286926269,0.00012492730638326112,0.1,scale,linear,"{'C': 0.1, 'gamma': 'scale', 'kernel': 'linear'}",0.5238095238095238,0.3333333333333333,0.42857142857142855,0.5238095238095238,0.5238095238095238,0.6666666666666666,0.6190476190476191,0.3333333333333333,0.38095238095238093,0.6666666666666666,0.5000000000000001,0.12093738189714567,17
6,0.07547352313995362,0.001265603766173438,0.007670092582702637,9.400697035070721e-05,0.1,scale,poly,"{'C': 0.1, 'gamma': 'scale', 'kernel': 'poly'}",0.6190476190476191,0.5714285714285714,0.47619047619047616,0.6190476190476191,0.7142857142857143,0.6190476190476191,0.5714285714285714,0.6666666666666666,0.5238095238095238,0.6190476190476191,0.6,0.06459361888690732,4
7,0.0651486873626709,0.0009652449078265125,0.007476925849914551,0.00017027200774684818,0.1,scale,sigmoid,"{'C': 0.1, 'gamma': 'scale', 'kernel': 'sigmoid'}",0.5714285714285714,0.5238095238095238,0.42857142857142855,0.5714285714285714,0.5238095238095238,0.5238095238095238,0.42857142857142855,0.5238095238095238,0.5238095238095238,0.47619047619047616,0.5095238095238095,0.04785655057676615,13
8,0.06667084693908691,0.0009688803269343252,0.03222212791442871,0.0006828097338194059,1,auto,rbf,"{'C': 1, 'gamma': 'auto', 'kernel': 'rbf'}",0.6190476190476191,0.5714285714285714,0.47619047619047616,0.6190476190476191,0.7142857142857143,0.6190476190476191,0.5714285714285714,0.6666666666666666,0.5238095238095238,0.6190476190476191,0.6,0.06459361888690732,4
9,0.07929694652557373,0.0010556700755825854,0.007296562194824219,0.00011954037465839667,1,auto,linear,"{'C': 1, 'gamma': 'auto', 'kernel': 'linear'}",0.5238095238095238,0.3333333333333333,0.42857142857142855,0.5238095238095238,0.5238095238095238,0.6666666666666666,0.6190476190476191,0.3333333333333333,0.38095238095238093,0.6666666666666666,0.5000000000000001,0.12093738189714567,17
10,0.05614631175994873,0.0009755857004970211,0.006951284408569336,0.0002094006587117769,1,auto,poly,"{'C': 1, 'gamma': 'auto', 'kernel': 'poly'}",0.6190476190476191,0.5714285714285714,0.47619047619047616,0.6190476190476191,0.6190476190476191,0.6190476190476191,0.5714285714285714,0.6190476190476191,0.5238095238095238,0.6190476190476191,0.5857142857142857,0.04785655057676616,10
11,0.06766250133514404,0.001292199764640396,0.0072116851806640625,0.00011745366503170863,1,auto,sigmoid,"{'C': 1, 'gamma': 'auto', 'kernel': 'sigmoid'}",0.6190476190476191,0.5714285714285714,0.47619047619047616,0.6190476190476191,0.7142857142857143,0.6190476190476191,0.5714285714285714,0.6666666666666666,0.5238095238095238,0.6190476190476191,0.6,0.06459361888690732,4
12,0.07786879539489747,0.0022391854347064404,0.0337216854095459,0.000580002715475231,1,scale,rbf,"{'C': 1, 'gamma': 'scale', 'kernel': 'rbf'}",0.6190476190476191,0.5714285714285714,0.5238095238095238,0.6666666666666666,0.7142857142857143,0.6190476190476191,0.6190476190476191,0.6666666666666666,0.5238095238095238,0.7142857142857143,0.6238095238095238,0.0654653670707977,1
